,0
1646,BTF3P11
1647,BTF3L4
1648,BTF3
1649,BTG1
1650,BTG2
1651,BTG3
1652,BTG4
1653,BTK
1654,BTLA
1655,BTN1A1
1656,BTN2A1
1657,BTN2A2
1658,BTN2A3P
1659,BTN3A1
1660,BTN3A2
1661,BTN3A3
1662,BTNL2
1663,BTNL3
1664,BTNL8
1665,BTNL9
1666,BTRC
1667,BUB1B
1668,BUB1
1669,BUB3
1670,BUD13
1671,BUD31
1672,BVES
1673,BYSL
1674,TSPOAP1
1675,BZW1
1676,BZW2
1677,C10orf105
1678,CABCOCO1
1679,PRR26
1680,DEPP1
1681,IDI2-AS1
1682,C10orf111
1683,C10orf113
1684,CASC10
1685,ADIRF
1686,CCDC186
1687,MCMBP
1688,LRMDA
1689,C10orf120
1690,TEX36
1691,FUOM
1692,TMEM273
1693,ACSM6
1694,LCOR
1695,CC2D2B
1696,EDRF1
1697,SKIDA1
1698,FAM208B
1699,C10orf25
1700,WBP1L
1701,TBATA
1702,R3HCC1L
1703,TWNK
1704,BORCS7
1705,FAM241B
1706,LINC01553
1707,ZNF503-AS2
1708,CACUL1
1709,PROSER2
1710,FRA10AC1
1711,FAM238A
1712,C10orf53
1713,VSIR
1714,C10orf55
1715,TMEM254
1716,FAM213A
1717,C10orf62
1718,C10orf67
1719,CCDC7
1720,C10orf71
1721,VSTM4
1722,OLMALINC
1723,ARMH3
1724,SFR1
1725,CFAP43
1726,PLEKHS1
1727,C10orf82
1728,FAM204A
1729,C10orf88
1730,C10orf90
1731,C10orf91
1732,CFAP46
1733,C10orf95
1734,CCDC172
1735,C10orf99
1736,TMEM258
1737,C11orf16
1738,AKIP1
1739,C11orf1
1740,CATSPERZ
1741,C11orf21
1742,C11orf24
1743,VPS51___IFT46
1744,EMSY
1745,SELENOH
1746,PLET1
1747,LMNTD2
1748,MRGPRG-AS1
1749,C11orf40
1750,KIAA1549L
1751,C11orf42
1752,C11orf45
1753,ARL14EP
1754,LBHD1___C11orf98
1755,C11orf49
1756,ANAPC15
1757,C11orf52
1758,C11orf53
1759,C11orf54
1760,NKAPD1
1761,C11orf58
1762,LAMTOR1
1763,MSANTD2
1764,JHY
1765,LINC00301
1766,C11orf65
1767,PPP1R32
1768,AAMDC
1769,C11orf68
1770,CFAP300
1771,C11orf71
1772,HIKESHI
1773,C11orf74
1774,SMCO4
1775,C11orf80
1776,DDIAS
1777,UQCC3
1778,SPINDOC
1779,MAJIN
1780,C11orf86
1781,C11orf87
1782,C11orf88
1783,VSTM5
1784,COLCA1
1785,COLCA2
1786,C11orf94
1787,C11orf95
1788,MYRF
1789,C12orf10
1790,INTS13
1791,CCER1
1792,TMEM263
1793,FAM216A
1794,METTL25
1795,HNF1A-AS1
1796,C12orf29
1797,RHNO1
1798,FAM222A
1799,KIAA1551
1800,LINC01559
1801,SPX
1802,C12orf40
1803,KANSL2
1804,C12orf42
1805,C12orf43
1806,ATG101
1807,C12orf45
1808,MAPKAPK5-AS1
1809,PARPBP
1810,C12orf49
1811,C12orf4
1812,C12orf50
1813,HECTD4
1814,RITA1
1815,PIANP
1816,C12orf54
1817,C12orf56
1818,C12orf57
1819,TMEM52B
1820,TIGAR
1821,C12orf60
1822,LINC01465
1823,COX14
1824,CFAP54
1825,C12orf65
1826,C12orf66
1827,CCDC184
1828,SMCO3
1829,SMCO2
1830,C12orf71
1831,ETFBKMT
1832,C12orf73
1833,C12orf74
1834,C12orf75
1835,C12orf76
1836,C12orf77
1837,RGCC
1838,TEX29
1839,RUBCNL
1840,SPRYD7
1841,PROSER1
1842,TEX26
1843,TEX30
1844,SPACA7
1845,LINC00346
1846,FAM216B
1847,LACC1
1848,MEDAG
1849,BORA
1850,ATP11AUN
1851,SERTM1
1852,MZT1
1853,CCDC169
1854,METTL21C
1855,TMEM260
1856,NRDE2
1857,DNAAF2
1858,CCDC198
1859,MIS18BP1
1860,TMEM251
1861,VRTN
1862,GPATCH2L
1863,C14orf119
1864,DTD2
1865,ARHGAP5-AS1
1866,GSKIP
1867,C14orf132
1868,PCNX4
1869,VCPKMT
1870,SYNE3
1871,GON7
1872,EFCAB11
1873,CEP128
1874,SPTSSA
1875,NOXRED1
1876,L3HYPDH
1877,APOPT1
1878,SLIRP
1879,DGLUCY
1880,CCDC177
1881,LINC00596
1882,LRRC74A
1883,RTRAF
1884,DHRS4-AS1
1885,RIOX1
1886,SAMD15
1887,TMEM253
1888,C14orf177
1889,C14orf178
1890,IFT43
1891,C14orf180
1892,C14orf181
1893,LINC01588
1894,LINC01599
1895,C14orf184
1896,IGBP1P1
1897,ERG28
1898,NOP9
1899,LINC01551
1900,C14orf28
1901,ATP5MPL
1902,KTN1-AS1
1903,LINC00520
1904,ARMH4
1905,C14orf39
1906,ELMSAN1
1907,BBOF1
1908,CCDC197
1909,SYNE3
1910,IRF2BPL
1911,PPP1R36
1912,CCDC196
1913,LINC01550
1914,SLC25A47
1915,LINC00523
1916,LINC00239
1917,EXOC3L4
1918,CLBA1
1919,TEDC1
1920,FAM181A-AS1
1921,C14orf93
1922,FAM219B
1923,HMGN2P46
1924,KNSTRN
1925,EMC7
1926,CFAP161
1927,TMEM266
1928,ANP32A-IT1
1929,KATNBL1
1930,NPAP1
1931,C15orf32
1932,FAM227B
1933,HEXA-AS1
1934,ST20-AS1
1935,ARPIN
1936,C15orf39
1937,C15orf40
1938,C15orf41
1939,TICRR
1940,TERB2
1941,INTS14
1942,C15orf48
1943,LINC00593
1944,DNM1P46
1945,CCDC9B
1946,C15orf53
1947,C15orf54
1948,NUTM1
1949,C15orf56
1950,CCDC32
1951,GDPGP1
1952,INSYN1
1953,LINC00597
1954,REC114
1955,C15orf61
1956,C15orf62
1957,HYPK
1958,PRR35
1959,METTL26
1960,GAS8-AS1
1961,TSR3
1962,C16orf45
1963,C16orf46
1964,ENKD1
1965,MOSMO
1966,PAGR1
1967,C16orf54
1968,SPATA33
1969,USB1
1970,C16orf58
1971,TEDC2
1972,CDIP1
1973,CMC2
1974,VPS35L
1975,FOPNL
1976,METTL22
1977,C16orf70
1978,C16orf71
1979,C16orf72
1980,MEIOB
1981,C16orf74
1982,RMI2
1983,C16orf78
1984,BRICD5
1985,VPS9D1
1986,CFAP20
1987,LINC00304
1988,C16orf82
1989,C16orf86
1990,C16orf87
1991,KNOP1
1992,C16orf89
1993,C16orf90
1994,C16orf91
1995,C16orf92
1996,CCDC189
1997,C17orf100
1998,OGFOD3
1999,C17orf102
2000,NATD1
2001,MEIOC
2002,CFAP97D1
2003,TEN1
2004,C17orf107
2005,LYRM9
2006,HID1
2007,MIEN1
2008,GID4
2009,TEFM
2010,LINC00324
2011,SPATA32
2012,C17orf47
2013,ADPRM
2014,C17orf49
2015,C17orf50
2016,C17orf51
2017,C17orf53
2018,LINC00469
2019,LINC00482
2020,TEPSIN
2021,EFCAB13
2022,C17orf58
2023,BORCS6
2024,MILR1
2025,TMEM256
2026,CYBC1
2027,FAM222B
2028,C17orf64
2029,ASB16-AS1
2030,HEATR9
2031,C17orf67
2032,CTC1
2033,LINC02210
2034,FAAP100
2035,SMG8
2036,PRR29
2037,ANKRD40CL
2038,SPEM2
2039,C17orf75
2040,LRRC75A
2041,C17orf77
2042,C17orf78
2043,COPRS
2044,C17orf80
2045,ELP5
2046,C17orf82
2047,NCBP3
2048,SNHG20
2049,SCIMP
2050,FAM215A
2051,NDUFAF8
2052,OXLD1
2053,MIR22HG
2054,PRAC2
2055,METTL23
2056,EPOP
2057,C17orf97
2058,C17orf98
2059,C17orf99
2060,TPGS2
2061,AQP4-AS1
2062,LINC00526
2063,FAM210A
2064,LDLRAD4
2065,LINC00305
2066,C18orf21
2067,RBFA
2068,C18orf25
2069,DYNAP
2070,LINC00470___CHMP1B
2071,C18orf32
2072,CCDC178
2073,TMEM241
2074,C18orf54
2075,TIMM21
2076,TYMSOS
2077,SMIM21
2078,RMC1
2079,MYDGF
2080,C19orf12
2081,C19orf18
2082,TPGS1
2083,MISP
2084,R3HDM4
2085,CIRBP-AS1
2086,C19orf24
2087,C19orf25
2088,CBARP
2089,MFSD12
2090,CACTIN
2091,URI1
2092,MIR7-3HG
2093,C19orf33
2094,CSNK1G2-AS1
2095,PEAK3
2096,IZUMO4
2097,C19orf38
2098,SWSAP1
2099,FAAP24
2100,IZUMO2
2101,SMIM7
2102,TRIR
2103,C19orf44
2104,TEX45
2105,SYNE4
2106,C19orf47
2107,C19orf48
2108,KXD1
2109,DNAAF3
2110,TIMM29
2111,C19orf53
2112,C19orf54
2113,PROSER3
2114,WDR83OS
2115,C19orf57
2116,MCEMP1
2117,REX1BD
2118,SMG9
2119,BABAM1
2120,EMC10
2121,C19orf66
2122,ERICH4
2123,TMEM259
2124,C19orf70
2125,C19orf71
2126,C19orf73
2127,SIGLECL1
2128,ADM5
2129,SMIM24
2130,C1D
2131,C1GALT1C1
2132,C1GALT1
2133,C1QA
2134,C1QBP
2135,C1QB
2136,C1QC
2137,C1QL1
2138,C1QL2
2139,C1QL3
2140,C1QL4
2141,C1QTNF1
2142,C1QTNF2
2143,C1QTNF3
2144,C1QTNF4
2145,C1QTNF6
2146,C1QTNF7
2147,C1QTNF8
2148,C1QTNF9B
2149,C1QTNF9
2150,C1RL
2151,C1R
2152,C1S
2153,C1orf100
2154,CATSPERE
2155,LRIF1
2156,RUSC1-AS1
2157,C1orf105
2158,INAVA
2159,UTP25
2160,C1orf109
2161,CCDC190
2162,SPATA46
2163,C1orf112
2164,SH3D21
2165,CCDC181
2166,C1orf115
2167,C1orf116
2168,C1orf122
2169,C1orf123
2170,SPRTN
2171,AXDND1
2172,TMEM51-AS1
2173,C1orf127
2174,PITHD1
2175,MROH9
2176,NCMAP
2177,C1orf131
2178,SERTAD4-AS1
2179,AUNIP
2180,C1orf141
2181,SZRD1
2182,C1orf146
2183,SHCBP1L
2184,GCSAML
2185,MINOS1
2186,PFN1P2
2187,METTL18
2188,LINC00303
2189,C1orf158
2190,C1orf159
2191,MAB21L3
2192,C1orf162
2193,COA7
2194,FYB2
2195,PERM1
2196,KDF1
2197,ERICH3
2198,C1orf174
2199,MROH7
2200,LEXM
2201,LINC01555
2202,TSACC
2203,INKA2
2204,C1orf185
2205,RHEX
2206,DRAXIN
2207,C1orf189
2208,LURAP1
2209,CFAP126
2210,C1orf194
2211,C1orf198
2212,PIK3CD-AS1
2213,STPG1
2214,ATP1A1-AS1
2215,SNHG28
2216,C1orf210
2217,SMIM12
2218,ZNF436-AS1
2219,C1orf216
2220,C1orf21
2221,C1orf220
2222,TEX38
2223,C1orf226
2224,SPATA45
2225,ARMH1
2226,C1orf229
2227,RIIAD1
2228,TRMT1L
2229,SWT1
2230,ODR4
2231,COA6
2232,C1orf35
2233,THEMIS2
2234,C1orf43
2235,TEX35
2236,C1orf50
2237,CIART
2238,C1orf52
2239,C1orf53
2240,C1orf54
2241,SDE2
2242,C1orf56
2243,NTPCR
2244,BROX
2245,HENMT1
2246,C1orf61
2247,RSRP1
2248,SRARP
2249,CCDC185
2250,RRNAD1
2251,C1orf68
2252,IBA57
2253,TMEM240
2254,C1orf74
2255,CHTOP
2256,TCEANC2
2257,SZT2
2258,GLMP
2259,FAAP20
2260,C1orf87
2261,PIFO
2262,CPLANE2
2263,TMEM234
2264,LRRC71
2265,FAM213B
2266,C1orf94
2267,STUM
2268,CCSAP
2269,LINC00467
2270,SUCO
2271,LAMP5
2272,FAM209A
2273,FAM209B
2274,FAM210B
2275,OSER1
2276,NOL4L
2277,BPIFB1
2278,SOGA1
2279,TLDC2
2280,GID8
2281,OCSTAMP
2282,DZANK1
2283,MROH8
2284,ACTL10
2285,ABHD16B
2286,C20orf141
2287,C20orf144
2288,RBBP8NL
2289,CNBD2
2290,CCM2L
2291,SPATA25
2292,MIR1-1HG
2293,C20orf173
2294,FAM217B
2295,BPIFB3
2296,BPIFB4
2297,NCOR1P1
2298,C20orf194
2299,FNDC11
2300,SHLD1
2301,C20orf197
2302,ZFAS1
2303,MIR1-1HG-AS1
2304,LKAAEAR1
2305,C20orf202
2306,C20orf203
2307,MRGBP
2308,RAB5IF
2309,CFAP61
2310,C20orf27
2311,AP5S1
2312,TMEM230
2313,APMAP
2314,RTF2
2315,TMEM74B
2316,AAR2
2317,SLC52A3
2318,LINC00261
2319,BPIFA2
2320,BPIFA3
2321,MGME1
2322,SCP2D1
2323,NDUFAF5
2324,C20orf85
2325,SLX4IP
2326,C20orf96
2327,URB1-AS1
2328,ZNF295-AS1
2329,SSR4P1
2330,LINC00319
2331,UMODL1-AS1
2332,LINC00479
2333,LINC00323
2334,LINC00320
2335,CYP4F29P
2336,TSPEAR
2337,C21orf2
2338,GATD3A
2339,MIR99AHG
2340,MIS18A
2341,C21orf62-AS1
2342,LINC01548
2343,SPATC1L
2344,YBEY
2345,C21orf58
2346,CFAP298
2347,C21orf62
2348,EVA1C
2349,LINC01547
2350,FAM207A
2351,LINC00515
2352,MAP3K7CL
2353,ANKRD20A11P
2354,LINC00310
2355,LINC00313
2356,B3GALT5-AS1
2357,TSPEAR-AS2
2358,C21orf91
2359,LINC00314
2360,RUNX1-IT1
2361,ANKRD30BP2
2362,GUCD1
2363,C22orf15
2364,C22orf23
2365,C22orf24
2366,TANGO2
2367,PRR34
2368,MORC2-AS1
2369,RTCB
2370,RTL10
2371,PRR14L
2372,C22orf31
2373,SMDT1
2374,TEX33
2375,C22orf34
2376,LRRC75B
2377,C22orf39
2378,CDPF1
2379,SYCE3
2380,C22orf42
2381,DRICH1
2382,ADORA2A-AS1
2383,C22orf46
2384,KIAA0930
2385,C2CD2L
2386,C2CD2
2387,C2CD3
2388,C2CD4A
2389,C2CD4B
2390,C2CD4C
2391,C2CD4D
2392,CYP4F30P
2393,C2orf15
2394,C2orf16
2395,SLC35F6
2396,CNPPD1
2397,C2orf27A
2398,C2orf27B
2399,ATRAID
2400,CNOT11
2401,CAMKMT
2402,DRC1
2403,GCFC2
2404,C2orf40
2405,C2orf42
2406,LDAH
2407,WDCP
2408,MAIP1
2409,C2orf48
2410,C2orf49
2411,C2orf50
2412,TEX37
2413,LINC00471
2414,PRR30
2415,MAB21L4
2416,KIAA1211L
2417,NDUFAF7
2418,TEX44
2419,CYP1B1-AS1
2420,TYW5
2421,STPG4
2422,CATIP
2423,CLHC1
2424,COA5
2425,M1AP
2426,C2orf66
2427,KANSL1L
2428,C2orf68
2429,C2orf69
2430,C2orf70
2431,PCARE
2432,C2orf72
2433,C2orf73
2434,C2orf74
2435,C2orf76
2436,CCDC173
2437,C2orf78
2438,PTRHD1
2439,PRADC1
2440,C2orf80
2441,C2orf81
2442,SNORC
2443,C2orf83
2444,FAM228A
2445,RTP5
2446,WDPCP
2447,C2orf88
2448,TRABD2A
2449,C2
2450,C3AR1
2451,C3P1
2452,BRK1
2453,C3orf14
2454,MAATS1
2455,ANKUB1
2456,NEPRO
2457,C3orf18
2458,CCDC174
2459,TIMMDC1
2460,C3orf20
2461,XXYLT1
2462,C3orf22
2463,TCAIM
2464,FANCD2OS
2465,CMSS1
2466,LINC01565
2467,C3orf30
2468,TAMM41
2469,SSUH2
2470,C3orf33
2471,CEP19
2472,C3orf35
2473,C3orf36
2474,HMCES
2475,C3orf38
2476,POMGNT2
2477,LINC00852
2478,SMCO1
2479,LSMEM2
2480,H1FX-AS1
2481,PP2D1
2482,C3orf49
2483,EGFEM1P
2484,ERC2-IT1
2485,C3orf52
2486,INKA1
2487,PQLC2L
2488,SPTSSB
2489,C3orf58
2490,MB21D2
2491,C3orf62
2492,FAM208A
2493,EOGT
2494,IGF2BP2-AS1
2495,LINC00488
2496,C3orf67
2497,C3orf70
2498,ARIH2OS
2499,FOXL2NB
2500,LINC00696
2501,ELP6
2502,TOPAZ1
2503,C3orf79
2504,C3
2505,C4A
2506,C4BPA
2507,C4BPB
2508,NOP14-AS1
2509,LINC00575
2510,WDFY3-AS2
2511,NOA1
2512,C4orf17
2513,C4orf19
2514,ZGRF1
2515,CFAP299
2516,TRMT44
2517,ODAPH
2518,HPF1
2519,ABHD18
2520,NDNF
2521,FAM241A
2522,C4orf33
2523,SMIM14
2524,CABS1
2525,C4orf36
2526,STPG2
2527,WWC2-AS2
2528,FAM218A
2529,C4orf3
2530,PRR27
2531,TRAPPC11
2532,CTBP1-DT
2533,TMA16
2534,MSANTD1
2535,C4orf45
2536,C4orf46
2537,C4orf47
2538,C4orf48
2539,MGARP
2540,C4orf50
2541,C4orf51
2542,SMIM20
2543,LINC01587
2544,FDCSP
2545,C5AR1
2546,NREP
2547,C5orf15
2548,DCANP1
2549,C5orf22
2550,NPR3
2551,C5orf24
2552,SIMC1
2553,LINC01554
2554,TMEM267
2555,C5orf30
2556,CYSTM1
2557,NADK2
2558,C5orf34
2559,SETD9
2560,KIAA0825
2561,C5orf38
2562,ANXA2R
2563,FNDC9
2564,CREBRF
2565,CPLANE1
2566,SMIM15
2567,TRAPPC13
2568,MRNIP
2569,C5orf46
2570,C5orf47
2571,TEX43
2572,C5orf49
2573,FAXDC2
2574,C5orf51
2575,C5orf52
2576,IGIP
2577,ZBED8
2578,EXOC3-AS1
2579,C5orf56
2580,C5orf58
2581,C5orf60
2582,SMIM3
2583,C5
2584,ADGB
2585,ADTRP
2586,C6orf106
2587,DNPH1
2588,C6orf10
2589,GFOD1
2590,ABRACL
2591,C6orf118
2592,C6orf120
2593,LINC00242
2594,LINC01558
2595,AFDN-DT
2596,UQCC2
2597,CLPSL2
2598,CLPSL1
2599,CCDC167
2600,OARD1
2601,C6orf132
2602,ATAT1
2603,C6orf136
2604,PTCHD4
2605,C6orf141
2606,MLIP
2607,PXDC1
2608,FAM217A
2609,KHDC1
2610,CGAS
2611,RRP36
2612,LRRC73
2613,LINC00472
2614,C6orf15
2615,SMIM8
2616,C6orf163
2617,LINC01590
2618,CFAP206
2619,MMS22L
2620,FAXC
2621,TBC1D32
2622,SOGA3
2623,LINC00473
2624,CEP57L1
2625,METTL24
2626,TMEM244
2627,SLC18B1
2628,LINC01600
2629,SMIM29
2630,C6orf201
2631,C6orf203
2632,CEP85L
2633,LINC00574
2634,ARMT1
2635,LINC00271
2636,LINC00518
2637,KHDC3L
2638,C6orf222
2639,C6orf223
2640,FAM229B
2641,C6orf226
2642,LINC00336
2643,MPIG6B
2644,SAPCD1
2645,VWA7
2646,TMEM242
2647,LINC00240
2648,C6orf47
2649,C6orf48
2650,C6orf52
2651,SDHAF4
2652,C6orf58
2653,AGPAT4-IT1
2654,C6orf62
2655,SAYSD1
2656,ERMARD
2657,GINM1
2658,ARMC12
2659,C6orf89
2660,ZC2HC1B
2661,CCDC170
2662,C6
2663,SUGCT
2664,MPLKIP
2665,LINC01006
2666,PPP1R17
2667,TMEM243
2668,C7orf25
2669,C7orf26
2670,BRAT1
2671,CCZ1
2672,CCZ1B
2673,ZBED6CL
2674,MALSU1
2675,C7orf31
2676,C7orf33
2677,LLCFC1
2678,YAE1
2679,SNHG15
2680,MTURN
2681,TMEM248
2682,C7orf43
2683,COA1
2684,SSMEM1
2685,FAM221A
2686,PPP1R35
2687,CYREN
2688,LINC00244
2689,C7orf50
2690,NYAP1
2691,NAT16
2692,LSMEM1
2693,SND1-IT1
2694,FMC1
2695,C7orf57
2696,CPED1
2697,LAMTOR4
2698,BMT2
2699,C7orf61
2700,CFAP69
2701,RBM48
2702,C7orf65
2703,C7orf66
2704,HILPDA
2705,C7orf69
2706,FAM220A
2707,C7orf71
2708,SPATA48
2709,C7
2710,C8A
2711,C8B
2712,C8G
2713,TMEM249
2714,FAM167A-AS1
2715,PPDPFL
2716,HGH1
2717,C8orf31
2718,C8orf33
2719,C8orf34
2720,C8orf37
2721,NDUFAF6
2722,RBM12B-AS1
2723,SMIM19
2724,TTI2
2725,TDRP
2726,C8orf44
2727,MCMDC2
2728,VXN
2729,ERICH5
2730,C8orf48
2731,TCIM
2732,RHPN1-AS1
2733,THEM6
2734,BAALC-AS2
2735,C8orf58
2736,C8orf59
2737,LINC00588
2738,MROH6
2739,C8orf74
2740,LINC00589
2741,C8orf76
2742,ZNF252P-AS1
2743,TRMT9B
2744,NUGGC
2745,TRIQK
2746,SBSPON
2747,AARD
2748,C8orf86
2749,ARHGEF39
2750,ERCC6L2
2751,IDNK
2752,C9orf106
2753,FAM225A
2754,FAM225B
2755,SPOUT1
2756,C9orf116
2757,CFAP157
2758,SWI5
2759,EQTN
2760,FAM201A
2761,DMAC1
2762,TMEM246
2763,FAM221B
2764,C9orf129
2765,LINC00476
2766,C9orf131
2767,C9orf135
2768,C9orf139
2769,SAPCD2
2770,PAXX
2771,FAM205A
2772,FAM205BP
2773,LURAP1L
2774,C9orf152
2775,C9orf153
2776,TRMO
2777,C9orf163
2778,TOR4A
2779,CYSRT1
2780,C9orf16
2781,C9orf170
2782,CFAP77
2783,AJM1
2784,STPG3
2785,AAED1
2786,RPP25L
2787,C9orf24
2788,FAM219A
2789,LINC00474
2790,MSANTD3
2791,ARRDC1-AS1
2792,C9orf3
2793,C9orf40
2794,CARNMT1
2795,C9orf43
2796,LINC00475
2797,MIR600HG
2798,PLGRKT
2799,C9orf47
2800,FRRS1L
2801,C9orf50
2802,CDKN2A-DT
2803,C9orf57
2804,TMEM245
2805,C9orf64
2806,C9orf66
2807,SPATA6L
2808,TMEM250
2809,FAM206A
2810,GLIS3-AS1
2811,TMEM252
2812,C9orf72
2813,C9orf78
2814,SPATA31E1
2815,CACFD1
2816,INIP
2817,CAAP1
2818,C9orf84
2819,C9orf85
2820,RABL6
2821,CARD19
2822,TMEM268
2823,CCDC171
2824,NMRK1
2825,STKLD1
2826,AK8
2827,SPACA9
2828,C9
2829,CA10
2830,CA11
2831,CA12
2832,CA13
2833,CA14
2834,CA1
2835,CA2
2836,CA3
2837,CA4
2838,CA5A
2839,CA5BP1
2840,CA5B
2841,CA6
2842,CA7
2843,CA8
2844,CA9
2845,CAB39L
2846,CAB39
2847,COQ8A
2848,CABIN1
2849,CABLES1
2850,CABLES2
2851,CABP1
2852,CABP2
2853,CABP4
2854,CABP5
2855,CABP7
2856,CABYR
2857,CACHD1
2858,CACNA1A
2859,CACNA1B
2860,CACNA1C
2861,CACNA1D
2862,CACNA1E
2863,CACNA1F
2864,CACNA1G
2865,CACNA1H
2866,CACNA1I
2867,CACNA1S
2868,CACNA2D1
2869,CACNA2D2
2870,CACNA2D3
2871,CACNA2D4
2872,CACNB1
2873,CACNB2
2874,CACNB3
2875,CACNB4
2876,CACNG1
2877,CACNG2
2878,CACNG3
2879,CACNG4
2880,CACNG5
2881,CACNG6
2882,CACNG7
2883,CACNG8
2884,CACYBP
2885,CADM1
2886,CADM2
2887,CADM3
2888,CADM4
2889,CADPS2
2890,CADPS
2891,CAD
2892,CAGE1
2893,CALB1
2894,CALB2
2895,CALCA
2896,CALCB
2897,CALCOCO1
2898,CALCOCO2
2899,CALCRL
2900,CALCR
2901,CALD1
2902,CALHM1
2903,CALHM2
2904,CALHM3
2905,CALM1
2906,CALM2
2907,CALM3
2908,CALML3
2909,CALML4
2910,CALML5
2911,CALML6
2912,CALN1
2913,CALR3
2914,CALR
2915,CALU
2916,CALY
2917,CAMK1D
2918,CAMK1G
2919,CAMK1
2920,CAMK2A
2921,CAMK2B
2922,CAMK2D
2923,CAMK2G
2924,CAMK2N1
2925,CAMK2N2
2926,CAMK4
2927,CAMKK1
2928,CAMKK2
2929,CAMKV
2930,CAMLG
2931,CAMP
2932,CAMSAP2
2933,CAMSAP1
2934,CAMTA1
2935,CAMTA2
2936,CAND1
2937,CAND2
2938,CANT1
2939,CANX
2940,CAP1
2941,CAP2
2942,CAPG
2943,CAPN10
2944,CAPN11
2945,CAPN12
2946,CAPN13
2947,CAPN14
2948,CAPN1
2949,CAPN2
2950,CAPN3
2951,CAPN5
2952,CAPN6
2953,CAPN7
2954,CAPN8
2955,CAPN9
2956,CAPNS1
2957,CAPNS2
2958,CAPRIN1
2959,CAPRIN2
2960,CAPS2
2961,CAPSL
2962,CAPS
2963,CAPZA1
2964,CAPZA2
2965,CAPZA3
2966,CAPZB
2967,CARD10
2968,CARD11
2969,CARD14
2970,CARD16
2971,CARD17
2972,CARD18
2973,CARD6
2974,CARD8
2975,CARD9
2976,CARHSP1
2977,NAXD
2978,CARM1
2979,CARNS1
2980,CARS2
2981,CARS
2982,CARTPT
2983,CASC1
2984,CASC2
2985,CASC3
2986,CASC4
2987,KNL1
2988,CASD1
2989,CASKIN1
2990,CASKIN2
2991,CASK
2992,CASP10
2993,CASP12
2994,CASP14
2995,CASP1
2996,CASP2
2997,CASP3
2998,CASP4
2999,CASP5
3000,CASP6
3001,CASP7
3002,CASP8AP2
3003,CASP8
3004,CASP9
3005,CASQ1
3006,CASQ2
3007,CASR
3008,CASS4
3009,CAST
3010,CASZ1
3011,CATSPER1
3012,CATSPER2P1
3013,CATSPER2
3014,CATSPER3
3015,CATSPER4
3016,CATSPERB
3017,CATSPERG
3018,CAT
3019,CAV1
3020,CAV2
3021,CAV3
3022,MICU1
3023,CBFA2T2
3024,CBFA2T3
3025,CBFB
3026,CBLB
3027,CBLC
3028,CBLL1
3029,CBLN1
3030,CBLN2
3031,CBLN3
3032,CBLN4
3033,CBL
3034,CBR1
3035,CBR3
3036,CBR4
3037,CBS
3038,CBWD1
3039,CBWD2
3040,CBWD3
3041,CBWD5
3042,CBWD6
3043,CBX1
3044,CBX2
3045,CBX3
3046,CBX4
3047,CBX5
3048,CBX6
3049,CBX7
3050,CBX8
3051,CBY1
3052,CC2D1A
3053,CC2D1B
3054,CC2D2A
3055,CC2D2B
3056,CCAR1
3057,CCBE1
3058,KYAT1
3059,KYAT3
3060,ACKR2___ACKR4
3061,SGF29
3062,CCDC102A
3063,CCDC102B
3064,CCDC103
3065,CFAP36
3066,CCDC105
3067,CCDC106
3068,CCDC107
3069,CFAP65
3070,MCU
3071,MCUB
3072,CCDC110
3073,PRIMPOL
3074,CCDC112
3075,CCDC113
3076,CCDC114
3077,CCDC115
3078,CCDC116
3079,CCDC117
3080,CFAP53
3081,CCDC120
3082,CCDC121
3083,CCDC122
3084,CEP89
3085,CCDC124
3086,CCDC125
3087,CCDC126
3088,CCDC127
3089,ITPRID1
3090,CCDC12
3091,CCDC130
3092,VPS50
3093,CCDC134
3094,DRC7
3095,CCDC136
3096,CCDC137
3097,CCDC138
3098,CCDC13
3099,CCDC140
3100,CCDC141
3101,CCDC142
3102,CCDC144A
3103,CCDC144B
3104,CCDC144CP
3105,CCDC144NL
3106,CCDC146
3107,CFAP58
3108,CCDC148
3109,CCDC149
3110,CCDC14
3111,CCDC150
3112,CCDC151
3113,CCDC152
3114,CCDC153
3115,CCDC154
3116,CCDC155
3117,CCDC157
3118,CCDC158
3119,CCDC159
3120,CCDC15
3121,CCDC160
3122,CCDC163
3123,CCDC17
3124,CCDC18
3125,CFAP45
3126,CEP85
3127,CCDC22
3128,SVBP
3129,CCDC24
3130,CCDC25
3131,CCDC27
3132,CCDC28A
3133,CCDC28B
3134,CCDC30
3135,CCDC33
3136,CCDC34
3137,CCDC36
3138,CFAP100
3139,CCDC38
3140,CCDC39
3141,CCDC3
3142,CCDC40
3143,CEP83
3144,CFAP73
3145,CCDC42
3146,CCDC43
3147,CEP95
3148,CEP112
3149,CCDC47
3150,EFCC1
3151,CCDC50
3152,CCDC51
3153,SPICE1
3154,WASHC3
3155,CCDC54
3156,NSRP1
3157,COA3
3158,CCDC57
3159,CCDC58
3160,CCDC59
3161,CCDC60
3162,CCDC61
3163,CCDC62
3164,CCDC63
3165,BICDL2
3166,BICDL1
3167,CCDC65
3168,CCDC66
3169,DEUP1
3170,CCDC68
3171,CCDC69
3172,CCDC6
3173,CCDC70
3174,CCDC71
3175,TMA7
3176,CCDC73
3177,CCDC74A
3178,CCDC74B
3179,GPATCH11
